HELPER,class,team
jim strong05/10/2009miramar- fl,2027,UNSIGNED
jim taylor10/02/2004wade hampton- sc,2027,CWS
jimmy davis07/16/2005mcallen- tx,2027,CHC
jimmy hunter07/07/2008west columbia- sc,2027,ARI
jimmy keller07/08/2005jay- me,2027,CIN
jimmy lambert04/26/2009kalamazoo- mi,2027,UNSIGNED
jimmy pollard05/05/2006nesconset- ny,2027,KC
jimmy stewart09/03/2004tulsa- ok,2027,CLE
jimmy walker12/22/2008anaheim- ca,2027,COL
jimmy ware06/26/2005los angeles- ca,2027,NYY
jimmy weaver06/30/2004sunbury- pa,2027,PIT
jimmy williams04/03/2009eden- nc,2027,CLE
jing-yu song06/13/2008montreal- qc,2027,ATL
jody hayden05/13/2008new york- ny,2027,UNSIGNED
jody mccarthy08/31/2008denver- co,2027,MIL
jody warren08/22/2008covina- ca,2027,STL
joe blue06/24/2008green level- nc,2027,TOR
joe bower08/28/2008cleveland- oh,2027,STL
joe bryant04/06/2007bay point- ca,2027,BOS
joe byrne07/11/2008las cruces- nm,2027,UNSIGNED
joe campbell12/24/2004ashtabula- oh,2027,CLE
joe cantrell03/06/2009fargo- nd,2027,LAA
joe chavez07/29/2004south bend- in,2027,ATL
joe clark11/12/2004waterford- wi,2027,CLE
joe cox10/28/2008meadow woods- fl,2027,NYM
joe daniels12/19/2008mclean- va,2027,UNSIGNED
joe edwards07/14/2006bellevue- wa,2027,MIA
joe egan06/26/2008toronto- on,2027,UNSIGNED
joe flanagan06/03/2007chicago- il,2027,BAL
joe gaston07/14/2006north las vegas- nv,2027,TEX
joe hamilton10/09/2005houston- tx,2027,WAS
joe horton10/27/2005deltona- fl,2027,UNSIGNED
joe horton11/23/2008white plains- nc,2027,UNSIGNED
joe kelley08/19/2008sacramento- ca,2027,TOR
joe lee08/03/2005phoenix- az,2027,ATL
joe mann07/13/2004mccomb- ms,2027,WAS
joe manning02/15/2008san francisco- ca,2027,UNSIGNED
joe moody03/02/2009chicago- il,2027,LAD
joe morris01/18/2009allentown- pa,2027,WAS
joe morrow05/13/2009phoenix- az,2027,BAL
joe palmer09/14/2005fremont- ca,2027,HOU
joe phillips03/28/2008knoxville- tn,2027,MIL
joe roberts08/31/2003richmond heights- oh,2027,UNSIGNED
joe ryan02/13/2006new york- ny,2027,KC
joe smith06/15/2008palm city- fl,2027,CIN
joe stephens08/16/2008owings mills- md,2027,NYM
joe troutman03/09/2009commerce city- co,2027,HOU
joe walker06/15/2004highlands ranch- co,2027,UNSIGNED
joe watkins11/24/2008peekskill- ny,2027,SEA
joe wilson05/26/2006chicopee- ma,2027,OAK
joel cowgill02/01/2006lewisville- tx,2027,CIN
joel guzman jr.07/05/2005san antonio- tx,2027,ARI
joey hubbard02/04/2004little river- sc,2027,SD
joey lambert06/06/2006rahway- nj,2027,BOS
joey starks06/14/2008jamestown- nd,2027,SD
joey younger08/30/2008tallahassee- fl,2027,TOR
johnny griggs06/11/2004cleveland- oh,2027,BOS
johnny harris09/08/2005ashland- or,2027,SEA
johnny perry04/21/2006norristown- pa,2027,MIL
johnny price12/06/2008new bedford- ma,2027,TB
johnny singleton10/23/2008corcoran- ca,2027,UNSIGNED
johnny smith03/31/2005lincoln- ma,2027,STL
johnny terry04/02/2007cherry hill- nj,2027,CHC
johnny walker06/15/2005orlando- fl,2027,UNSIGNED
jon gillespie10/27/2006luling- la,2027,STL
jon kennedy03/03/2005paradise- nv,2027,OAK
jon mccarty05/21/2005fond du lac- wi,2027,PIT
jon meyer12/28/2004westfield- ma,2027,NYY
jon silver07/24/2004state college- pa,2027,DET
jon williams05/22/2008nashville- tn,2027,SEA
jonathan carpenter10/28/2008st. louis- mo,2027,CIN
jonathan greene05/05/2005brookland- ar,2027,CWS
jonathan gulick11/29/2005tampa- fl,2027,PHI
jonathan lucas08/13/2008east compton- ca,2027,UNSIGNED
jonathan o'bryan03/21/2005roseville- ca,2027,MIA
jonathan roberson08/30/2004lorain- oh,2027,PHI
jonathan washington04/23/2009castro valley- ca,2027,CWS
jonathan wright09/22/2008edmond- ok,2027,DET
jonathon garrison02/21/2005seattle hill-silver firs- wa,2027,MIL
jorge benitez03/23/2008clinton- tn,2027,TOR
jorge cedeno08/28/2008aguas buenas- hum,2027,UNSIGNED
jorge garcia03/28/2009merrydale- la,2027,NYM
jorge lopez01/27/2006san juan- san,2027,MIL
jorge mendoza11/13/2005victorville- ca,2027,UNSIGNED
jorge moreno05/05/2009sandy springs- ga,2027,UNSIGNED
jorge ortiz05/27/2004kingston- pa,2027,OAK
jorge perez03/24/2009los angeles- ca,2027,WAS
jorge rivera10/18/2006holyoke- ma,2027,LAD
jorge rodriguez01/08/2007los angeles- ca,2027,BAL
jorge sanchez07/20/2009north hartsville- sc,2027,HOU
jorge vargas04/11/2006san juan- san,2027,UNSIGNED
josh conley11/09/2008gresham- or,2027,PHI
josh elliott09/01/2008highlands ranch- co,2027,UNSIGNED
josh lovell09/07/2004vista- ca,2027,ATL
josh macpherson10/19/2006upton- ma,2027,LAA
josh thomas10/31/2003altamonte springs- fl,2027,HOU
jose arteaga03/29/2004vega baja- are,2027,LAD
jose calderon08/01/2003windsor- ca,2027,CLE
jose camacao04/02/2006murfreesboro- tn,2027,PIT
jose diaz12/04/2005colton- ca,2027,NYY
jose escalante11/08/2008sabana grande- pon,2027,CIN
jose espinosa05/15/2005la suiza- car,2027,PHI
jose hernandez01/06/2009brownsburg- in,2027,UNSIGNED
jose iturriria10/16/2005west babylon- ny,2027,SEA
jose jemenez12/18/2004cedar grove- fl,2027,SEA
jose lopez05/06/2009oregon- wi,2027,LAD
jose lopez09/01/2009kingston- ma,2027,HOU
jose lopez12/17/2005arecibo- are,2027,STL
jose marrero05/21/2009chicago- il,2027,UNSIGNED
jose martinez04/16/2009danvers- ma,2027,UNSIGNED
jose morales11/06/2005bayamon- bay,2027,CIN
jose munoz08/30/2009san juan- san,2027,SD
jose ortiz07/09/2004tyler- tx,2027,WAS
jose perez12/23/2008laguna niguel- ca,2027,SF
jose quintana07/03/2004laguna west-lakeside- ca,2027,STL
jose romero02/28/2009long beach- ca,2027,TB
jose sepulveda11/01/2008fairmont- wv,2027,SEA
jose toro10/09/2008morgan hill- ca,2027,ARI
jose valentin02/25/2008brooklyn- ny,2027,CIN
jose valentin09/30/2004san juan- san,2027,WAS
jose zapata02/27/2006north andover- ma,2027,UNSIGNED
juan alonzo11/10/2005pleasure ridge park- ky,2027,TOR
juan carlos geronimo05/10/2007south valley- nm,2027,MIL
juan carlos mendoza06/05/2005los angeles- ca,2027,CIN
juan carlos rico05/09/2009greater carrollwood- fl,2027,UNSIGNED
juan chabala12/10/2006fairfield- ca,2027,UNSIGNED
juan feliz03/02/2006chicago- il,2027,ARI
juan gallegos10/27/2006burr ridge- il,2027,CHC
juan gonzalez07/12/2005wheaton-glenmont- md,2027,SF
juan gonzalez10/23/2005havana- la,2027,LAD
juan guerrero09/09/2008tallmadge- oh,2027,SEA
juan jose martinez08/23/2005guanica- pon,2027,CHC
juan lopez03/27/2006spokane- wa,2027,CWS
juan pena03/25/2009chicago- il,2027,NYM
juan rivera07/15/2008milton- pa,2027,UNSIGNED
juan romero09/13/2008mt. lebanon- pa,2027,NYM
juan rosado12/26/2003lehigh acres- fl,2027,ATL
juan santos11/08/2005san juan- san,2027,SD
juan sanchez12/18/2008san juan- san,2027,NYM
juan torrez02/21/2006alexandria- va,2027,COL
juan valadez03/21/2009cabo rojo- may,2027,SEA
juan velasquez01/25/2009coatzacoalcos- ver,2027,UNSIGNED
jud albright02/16/2009dry ridge- ky,2027,TEX
julius smith10/28/2008los angeles- ca,2027,OAK
julian mejia09/27/2008los angeles- ca,2027,PHI
julian sosa06/28/2004dorado- are,2027,MIL
junior dunn11/20/2004philadelphia- pa,2027,KC
kade evans09/14/2004union city- ca,2027,OAK
kade miller06/29/2008burlington- nc,2027,MIL
ken brown10/22/2008sacramento- ca,2027,CWS
ken cox01/30/2006long beach- ca,2027,SD
ken davis03/08/2005wytheville- va,2027,CWS
ken doolittle06/26/2008livermore- ca,2027,LAD
ken doss05/02/2009mobile- al,2027,MIA
ken flint02/03/2006san francisco- ca,2027,CLE
ken fox05/02/2008north patchogue- ny,2027,PHI
ken graves02/19/2006moraine- oh,2027,UNSIGNED
ken hawkins04/03/2005modesto- ca,2027,ATL
ken lancaster09/14/2008parsippany-troy hills township- nj,2027,UNSIGNED
ken owens07/27/2009palmdale- ca,2027,LAD
ken pyke04/09/2008north hudson- wi,2027,UNSIGNED
ken sutton03/23/2004west bend- wi,2027,WAS
ken sanchez12/21/2004fargo- nd,2027,OAK
ken taylor06/05/2007salinas- ca,2027,COL
ken tyler03/10/2009las vegas- nv,2027,UNSIGNED
ken vega11/06/2009west orange- nj,2027,ARI
ken ware09/11/2009bay point- ca,2027,OAK
ken white12/27/2003lubbock- tx,2027,ATL
ken wood11/14/2006trappe- pa,2027,ARI
kevin barandica06/07/2004rancho cordova- ca,2027,MIN
kevin boyd01/09/2009gages lake- il,2027,MIN
kevin gaston04/17/2005huntsville- al,2027,CWS
kevin glenn10/01/2008houston- tx,2027,UNSIGNED
kevin green12/10/2005gulfport- ms,2027,STL
kevin jacoby07/30/2005crawfordsville- in,2027,BAL
kevin jarvis05/27/2008falmouth- me,2027,BOS
kevin jones11/06/2008huron- oh,2027,ATL
kevin meade12/28/2008raleigh- nc,2027,UNSIGNED
kevin mitchell02/25/2009sacramento- ca,2027,KC
kevin ortiz04/07/2007west babylon- ny,2027,MIN
kevin romero06/28/2008winfield- ks,2027,LAA
kevin shiflett08/23/2003cincinnati- oh,2027,CIN
kevin sizemore09/18/2008irvington- nj,2027,UNSIGNED
kevin wheeler08/22/2008cottonwood shores- tx,2027,PIT
kevin wilson10/09/2004rio rancho- nm,2027,CIN
kieran wells11/28/2003dinuba- ca,2027,TB
kris oliver07/07/2006vancouver- wa,2027,COL
kunihiko saito07/13/2008toyohashi- aic,2027,DET
kurt foster07/15/2006saginaw township north- mi,2027,MIL
kurt gibson12/13/2006black earth- wi,2027,OAK
kalman gefrovich02/24/2006new york- ny,2027,MIA
larry ruggles07/30/2008halifax- ns,2027,PHI
len hudson12/26/2006calgary- ab,2027,CWS
leo bishop08/31/2004santa ana- ca,2027,CIN
les callahan12/07/2006veradale- wa,2027,NYY
les cartwright02/20/2008chicago- il,2027,SD
les patterson04/26/2007springdale- ar,2027,KC
lonnie mays07/12/2008brentwood- ca,2027,UNSIGNED
lou grady02/18/2007montgomery- al,2027,UNSIGNED
lou kowalchuk11/16/2004windsor- on,2027,WAS
luis batista08/26/2009crossville- tn,2027,CWS
luis cervantes12/29/2008toledo- oh,2027,SD
luis delgado12/27/2008syracuse- ny,2027,UNSIGNED
luis duran07/19/2008carolina- car,2027,LAD
luis gallegos05/10/2009westville- nj,2027,ATL
luis gutierrez05/26/2009milwaukee- wi,2027,UNSIGNED
luis lopez11/17/2008florence- az,2027,NYY
luis maldonado04/16/2009trujillo alto- car,2027,SEA
luis martinez12/07/2008comerio- gua,2027,UNSIGNED
luis pereira08/14/2005white house station- nj,2027,DET
luis trevino03/01/2006new york- ny,2027,SD
lyndon bauer07/21/2004rapid city- sd,2027,TEX
mac neumann01/07/2005chicago- il,2027,TB
manny duarte02/06/2009wrentham- ma,2027,NYM
manny elias01/21/2006durham- nc,2027,BAL
manny garcia09/26/2008san juan- san,2027,CIN
manny herrera08/11/2005baltimore- md,2027,OAK
manny ramos12/05/2007carolina- car,2027,LAA
marc garcia08/01/2009chicago- il,2027,SEA
marc leon07/05/2004sacramento- ca,2027,TEX
marc o'crowly01/15/2006grand forks- nd,2027,OAK
mario sanchez09/07/2008ft. lauderdale- fl,2027,PHI
mario vargas05/24/2009seattle- wa,2027,OAK
marlon campbell09/28/2008avon- ma,2027,MIA
marv king08/29/2008plaistow- nh,2027,TOR
max greer05/11/2009norwalk- ca,2027,UNSIGNED
max hatcher12/22/2005cleveland- oh,2027,KC
max miller02/24/2009st. peters- mo,2027,MIN
max quinn09/21/2005palo alto- ca,2027,CLE
max stewart09/02/2003new york- ny,2027,OAK
max williams08/28/2004riverside- ca,2027,LAA
mel stone04/01/2008hazen- nd,2027,STL
merlin brown03/29/2007salisbury- nc,2027,MIL
micheal murdock04/22/2008oak park- il,2027,COL
michio narita03/06/2007marion- oh,2027,LAD
mike barnett05/16/2006sacramento- ca,2027,LAA
mike brooks02/09/2006breese- il,2027,ARI
mike burke04/24/2009new york- ny,2027,UNSIGNED
mike burns03/07/2006arlington- tx,2027,UNSIGNED
mike childers10/22/2005glens falls north- ny,2027,NYM
mike clay02/17/2005mt. lebanon- pa,2027,DET
mike cobb03/05/2009oak lawn- il,2027,STL
mike crosby12/19/2008brighton- co,2027,LAD
mike dorsey03/02/2005woodmere- la,2027,KC
mike evans06/29/2005middleton- wi,2027,TB
mike gill02/24/2006overland park- ks,2027,ATL
mike gunther08/18/2006new york- ny,2027,SEA
mike hampton08/23/2006hickory hills- il,2027,OAK
mike johnston08/26/2008south gate- ca,2027,DET
mike jones04/04/2006south houston- tx,2027,LAA
mike lee06/15/2008los angeles- ca,2027,ARI
mike milligan09/17/2004nolanville- tx,2027,ATL
mike morris02/17/2009rocky mount- nc,2027,UNSIGNED
mike muirhead07/15/2005worthington- in,2027,CIN
mike murdoch05/27/2009scottsdale- az,2027,MIL
mike neal09/18/2009portland- or,2027,CWS
mike pace09/28/2008sapulpa- ok,2027,PHI
mike payne10/20/2008newport- nc,2027,STL
mike perkins05/12/2006st. petersburg- fl,2027,MIA
mike pratt10/11/2004orem- ut,2027,SD
mike pullen05/22/2005round lake park- il,2027,CHC
mike reed02/16/2005stockton- ca,2027,PHI
mike rogers01/15/2008denmark- wi,2027,ARI
mike scott02/27/2005clearfield- ut,2027,ARI
mike smith06/18/2006ridgeland- ms,2027,COL
mike stephens12/28/2008roswell- ga,2027,UNSIGNED
mike swanson12/04/2007east pittsburgh- pa,2027,HOU
mike takebayashi11/16/2008lincolnia- va,2027,TB
mike webb05/19/2008big park- az,2027,UNSIGNED
mike werner09/04/2006berkeley heights- nj,2027,CLE
mike west06/03/2004tacoma- wa,2027,BOS
mike wilhelm10/09/2008laguna hills- ca,2027,TOR
mike wolochow07/01/2005altona- mb,2027,MIN
mitch harris08/10/2008el centro- ca,2027,PIT
mitch sims09/01/2008norwalk- ct,2027,UNSIGNED
mitch uhl09/27/2008pleasantville- nj,2027,ATL
myron barth03/30/2007bloomington- il,2027,STL
myron moore02/21/2005elk river- mn,2027,UNSIGNED
nate bethencourt11/25/2005dayton- oh,2027,ATL
nate johnson09/29/2004st. petersburg- fl,2027,ATL
nate pate06/10/2009brooklyn- ny,2027,NYM
nate rivera06/02/2004chesapeake- va,2027,OAK
nate ryan07/26/2005charlotte- nc,2027,TB
nelson perez01/27/2006san juan- san,2027,CIN
nermin drulovic02/12/2005hamtramck- mi,2027,SD
nestor kaglantge11/27/2005menomonie- wi,2027,SEA
ninfa coblan01/21/2009potot- bic,2027,NYY
norberto medina02/26/2009clifton- nj,2027,UNSIGNED
norm butler11/11/2008temple hills- md,2027,DET
norm douglas12/16/2003omaha- ne,2027,WAS
norm howard09/24/2005west branch- ia,2027,UNSIGNED
norm moran12/10/2004el paso- tx,2027,NYM
norm sosa07/22/2005waynesboro- va,2027,UNSIGNED
omar herrera09/16/2008guayama- gua,2027,CWS
orlando sanchez08/16/2005richmond- me,2027,COL
oscar adams01/21/2009new york- ny,2027,UNSIGNED
oscar smith07/30/2005dallas- tx,2027,UNSIGNED
oscar stinson05/23/2006livingston- nj,2027,WAS
p.j. ocampo01/13/2005new orleans- la,2027,DET
pablo colyer07/10/2005oklahoma city- ok,2027,CIN
pat carroll05/18/2004washington- dc,2027,WAS
pat casey10/25/2008great falls- mt,2027,UNSIGNED
pat hernandez09/22/2007bloomingdale- nj,2027,NYY
pat howe12/16/2008lake charles- la,2027,ATL
pat mcdonald12/20/2008el paso- tx,2027,UNSIGNED
pat mcfadden12/19/2008new york- ny,2027,UNSIGNED
pat oliver02/20/2006idylwood- va,2027,WAS
pat oliver04/26/2007kenduskeag- me,2027,NYM
pat reed11/03/2004hallandale beach- fl,2027,LAD
pat rush07/06/2005sheffield- ma,2027,SEA
pat simmons02/15/2007troy- ny,2027,MIN
pat sullivan05/22/2009nora springs- ia,2027,UNSIGNED
pat taylor03/26/2007mesquite- tx,2027,UNSIGNED
pat willis09/10/2005san rafael- ca,2027,CIN
pepe hernandez09/18/2004woodbury- ct,2027,SD
pepe miranda11/10/2004el puente- cho,2027,NYY
pete chase09/22/2005philadelphia- pa,2027,MIA
pete dunbar12/15/2008campbell- oh,2027,LAD
pete johnston03/08/2006san bruno- ca,2027,WAS
pete love03/02/2008salt lake city- ut,2027,UNSIGNED
pete mcerracher02/21/2009modesto- ca,2027,ARI
pete snyder04/17/2006west perrine- fl,2027,BOS
phil davis04/28/2008charlotte- nc,2027,MIA
phil frost01/23/2006gonzales- ca,2027,HOU
phil gainey12/29/2006detroit- mi,2027,COL
phil gamble10/16/2004lubbock- tx,2027,CLE
phil houston02/09/2004bremerton- wa,2027,LAD
phil numbers05/31/2007east quogue- ny,2027,WAS
phil shafer09/30/2005clearwater- fl,2027,TB
phil williams07/14/2008houston- tx,2027,LAD
quentin cox12/23/2004scotts valley- ca,2027,CHC
radek stanek03/10/2008oak lawn- il,2027,UNSIGNED
rajneesh chudasama04/06/2005decatur- il,2027,SF
randy craig01/06/2006fresno- ca,2027,MIL
randy payne12/30/2006spencerport- ny,2027,MIL
randy richards11/29/2005louisville- ky,2027,TOR
raul flores11/02/2004portland- or,2027,OAK
raul martinez03/06/2008santiago de cuba- san,2027,UNSIGNED
reggie burnett03/17/2008chicago- il,2027,KC
reginald hayes12/18/2004visalia- ca,2027,LAA
ricky kirkpatrick04/11/2008richmond- ky,2027,COL
rob bower12/15/2006nashville- tn,2027,SEA
rob crawford08/23/2008cambridge- ma,2027,TEX
rob dougherty05/11/2006edison- nj,2027,NYM
rob diaz06/21/2008marshall- mn,2027,UNSIGNED
rob farrall10/27/2005belton- tx,2027,TB
rob fowler07/30/2008cleveland- oh,2027,BAL
rob graves12/10/2008bridgewater- va,2027,NYM
rob ingram08/30/2004burlingame- ca,2027,SF
rob kelley12/10/2006highspire- pa,2027,BOS
rob lawson02/26/2007la mirada- ca,2027,NYY
rob mendoza12/17/2008new port richey- fl,2027,TOR
rob parks08/02/2008deerfield beach- fl,2027,HOU
rob raines04/23/2009douglas- ma,2027,NYY
rob rogers01/11/2008albuquerque- nm,2027,UNSIGNED
robbie boyd10/29/2005butte- ak,2027,PHI
robbie jones05/06/2006portland- or,2027,MIA
robbie jones08/13/2008stuart- fl,2027,PIT
robbie veeck08/03/2009temple- tx,2027,MIL
robby burnett04/16/2006waxahachie- tx,2027,MIA
robby byrd07/10/2005maryland heights- mo,2027,CLE
robby hall06/23/2004brookside- de,2027,KC
robby jones01/24/2008palm valley- fl,2027,DET
robby smart08/08/2009south elgin- il,2027,UNSIGNED
robby smith11/19/2008el monte- ca,2027,UNSIGNED
rod tebbutt02/06/2004tulare- ca,2027,MIL
rod yates08/29/2008gary- in,2027,MIA
rodrigo cardenas03/13/2009ponce- pon,2027,TEX
rodrigo vargas03/31/2005spring- tx,2027,COL
rodry moore03/26/2009encinitas- ca,2027,TOR
roger glassey05/27/2004boucherville- qc,2027,UNSIGNED
ron alexander12/07/2006baker- la,2027,MIN
ron boone07/18/2004murrieta hot springs- ca,2027,SEA
ron campbell06/25/2008sebring- fl,2027,HOU
ron carlson09/05/2008st. cloud- mn,2027,HOU
ron cash06/02/2008hazelwood- mo,2027,HOU
ron crouch07/02/2005parole- md,2027,STL
ron day04/06/2004el paso- tx,2027,SD
ron estes08/06/2004sun city west- az,2027,LAA
ron hunt07/22/2005east los angeles- ca,2027,HOU
ron martin09/14/2008oxnard- ca,2027,ATL
ron payne06/28/2009vallejo- ca,2027,UNSIGNED
ron ramirez08/10/2008ft. wayne- in,2027,CLE
ron spivey12/27/2008denison- tx,2027,MIL
ron thomas09/30/2008gilmer- tx,2027,SD
ron varian05/04/2005picnic point-north lynnwood- wa,2027,WAS
ronnie edwards01/01/2006coon rapids- mn,2027,ATL
rory lewis07/27/2008dallas- tx,2027,UNSIGNED
ruben gonzalez12/29/2008san juan- san,2027,CWS
ruben hernandez03/13/2009shelby- nc,2027,MIL
ruben valdez10/08/2007memphis- tn,2027,UNSIGNED
sabutai nizharadze06/23/2008baltimore- md,2027,UNSIGNED
sal lewis09/14/2008midlothian- il,2027,NYY
sam cameron06/21/2008burleson- tx,2027,NYM
sam cavell06/26/2008new york- ny,2027,TEX
sam donaldson12/31/2008baltimore- md,2027,KC
sam funk10/31/2006albany- ga,2027,NYY
sam mason12/15/2006chuluota- fl,2027,NYM
sam preston02/07/2005maple grove- mn,2027,HOU
sam turner05/05/2006lowell- ma,2027,UNSIGNED
sammy reynolds06/11/2005gloucester city- nj,2027,LAD
sammy vickers12/26/2008golden- co,2027,UNSIGNED
sancho rodriguez07/28/2004indianapolis- in,2027,LAD
sandy magee12/13/2008brooklyn- ny,2027,UNSIGNED
sean booker02/27/2006morristown- nj,2027,WAS
sean burke08/04/2005salinas- ca,2027,KC
sean miller10/30/2008middleburg heights- oh,2027,UNSIGNED
sean pierson04/13/2009twentynine palms- ca,2027,DET
seitaro kawasaki05/28/2005toki- gif,2027,UNSIGNED
shaun lott01/07/2008east los angeles- ca,2027,UNSIGNED
shawn bullard04/09/2009edcouch- tx,2027,TOR
shawn o'neal02/12/2009reading- ma,2027,OAK
shawn sims01/21/2009milton- ma,2027,UNSIGNED
shi-min ku10/22/2005ottawa- on,2027,SF
stan martin05/03/2009medford- nj,2027,MIL
stan reynolds01/17/2009north creek- wa,2027,LAA
steve benjamin11/14/2005blades- de,2027,KC
steve bodnar09/01/2006nacogdoches- tx,2027,KC
steve burnett03/14/2009jersey city- nj,2027,UNSIGNED
steve chenault01/30/2009connersville- in,2027,UNSIGNED
steve coker06/10/2009upton-west upton- ma,2027,UNSIGNED
steve couch01/15/2009danvers- ma,2027,UNSIGNED
steve cox06/12/2006o'fallon- il,2027,HOU
steve daniels11/17/2006south lyon- mi,2027,UNSIGNED
steve evans11/25/2004ocala- fl,2027,ARI
steve faulkner05/23/2006visalia- ca,2027,UNSIGNED
steve fernandez05/05/2007lone tree- co,2027,OAK
steve harper11/19/2008braintree- ma,2027,MIL
steve hurley07/27/2009metairie- la,2027,BAL
steve jewell07/31/2004frisco- tx,2027,TB
steve jewell09/10/2004springfield- fl,2027,CLE
steve jones03/26/2004fillmore- ca,2027,BOS
steve joyce06/01/2006lancaster- oh,2027,ARI
steve mcdougald06/04/2009oneonta- ny,2027,NYY
steve miller01/24/2004wheatland- ca,2027,ARI
steve mullen08/18/2004new york- ny,2027,CIN
steve osborn12/19/2008memphis- tn,2027,UNSIGNED
steve sanders07/14/2003plano- tx,2027,PIT
steve scott06/29/2005port chester- ny,2027,MIL
steve simpson09/10/2008st. charles- md,2027,UNSIGNED
steve smith12/25/2004plymouth township- mi,2027,MIA
steve spencer01/10/2009hempstead- ny,2027,TB
steve stokes04/09/2004newcastle- ok,2027,UNSIGNED
steve walker01/21/2009sugar land- tx,2027,TEX
steve william08/13/2008morgan's point resort- tx,2027,TEX
steve williams08/10/2008greencastle- in,2027,STL
steve young10/17/2003southfield- mi,2027,MIL
stu alexander03/18/2005union park- fl,2027,PIT
t.j. holmes05/27/2009los angeles- ca,2027,UNSIGNED
taylor jordan jr.09/29/2008warren- oh,2027,BAL
